date,PriceUSD,CapMrktCurUSD,CapMVRVCur,IssTotUSD
2010-10-09,0.09,395367.0,4.407666,741.02
2010-10-10,0.1,410336.0,4.4588,864.6
2010-10-11,0.1,402026.0,4.281175,755.25
2010-10-12,0.09,402338.0,4.236029,735.48
2010-10-13,0.1,445511.0,4.550446,922.82
2010-10-14,0.1,434382.0,4.358445,1045.5
2010-10-15,0.1,448088.0,4.343539,929.25
2010-10-16,0.1,432320.0,4.069854,1302.9
2010-10-17,0.1,437978.0,4.062779,1377.0
2010-10-18,0.1,440970.0,4.029949,1274.88
2010-10-19,0.1,421311.0,3.807617,1248.57
2010-10-20,0.1,428903.0,3.818649,1306.8
2010-10-21,0.11,464557.0,4.009199,995.1
2010-10-22,0.1,445808.0,3.820962,789.25
2010-10-23,0.1,455667.0,3.854852,914.87
2010-10-24,0.12,502404.0,4.143842,1178.85
2010-10-25,0.14,609131.0,4.888834,1412.05
2010-10-26,0.15,662973.0,5.145237,1819.55
2010-10-27,0.19,826105.0,6.050584,1999.0
2010-10-28,0.17,763743.0,5.261527,1895.44
2010-10-29,0.19,840427.0,5.633669,2118.5
2010-10-30,0.2,876581.0,5.721246,2489.89
2010-10-31,0.19,855634.0,5.437611,1722.88
2010-11-01,0.19,866356.0,5.414064,1721.55
2010-11-02,0.19,864832.0,5.283115,1705.44
2010-11-03,0.19,863543.0,5.183702,1834.45
2010-11-04,0.23,1027623.0,5.715382,2304.22
2010-11-05,0.26,1164192.0,6.251489,2837.28
2010-11-06,0.4,1805984.0,8.194052,4370.71
2010-11-07,0.34,1535423.0,6.733126,4097.0
2010-11-08,0.24,1101553.0,4.595207,3343.79
2010-11-09,0.22,986538.0,4.062576,2357.41
2010-11-10,0.23,1044612.0,4.258257,2329.93
2010-11-11,0.22,1017704.0,4.103813,2442.95
2010-11-12,0.27,1225701.0,4.886205,2266.29
2010-11-13,0.28,1264425.0,4.932125,3077.4
2010-11-14,0.28,1281924.0,4.887437,3571.71
2010-11-15,0.27,1236024.0,4.512762,2684.65
2010-11-16,0.22,1038128.0,3.760281,2216.25
2010-11-17,0.24,1119272.0,4.006415,2987.95
2010-11-18,0.27,1248186.0,4.397208,3457.39
2010-11-19,0.28,1293102.0,4.483124,2087.18
2010-11-20,0.28,1316703.0,4.49841,1641.49
2010-11-21,0.28,1289489.0,4.369447,1937.25
2010-11-22,0.28,1330252.0,4.460216,2322.75
2010-11-23,0.28,1322664.0,4.385998,1980.65
2010-11-24,0.28,1324961.0,4.336005,2503.72
2010-11-25,0.28,1313886.0,4.231855,2534.0
2010-11-26,0.28,1337291.0,4.231419,2758.68
2010-11-27,0.28,1333255.0,4.175878,2547.0
2010-11-28,0.27,1280745.0,3.979316,2333.68
2010-11-29,0.23,1090592.0,3.372897,2409.35
2010-11-30,0.21,986930.0,3.037156,2102.82
2010-12-01,0.23,1080557.0,3.311132,2138.5
2010-12-02,0.26,1213570.0,3.644575,2397.0
2010-12-03,0.25,1197193.0,3.571347,2372.52
2010-12-04,0.21,979903.0,2.907339,2347.26
2010-12-05,0.2,972047.0,2.864017,2424.06
2010-12-06,0.2,980016.0,2.83307,2458.2
2010-12-07,0.23,1124141.0,3.196763,2789.37
2010-12-08,0.24,1152891.0,3.249069,2841.72
2010-12-09,0.2,967760.0,2.710917,2229.91
2010-12-10,0.2,988655.0,2.761902,1499.4
2010-12-11,0.23,1106963.0,3.070701,1995.0
2010-12-12,0.22,1069291.0,2.949697,1879.75
2010-12-13,0.23,1108597.0,3.031569,1604.62
2010-12-14,0.25,1203662.0,3.269666,2109.2
2010-12-15,0.24,1173372.0,3.152298,2352.0
2010-12-16,0.25,1224229.0,3.264556,2162.15
2010-12-17,0.24,1190469.0,3.15712,2014.04
2010-12-18,0.24,1184286.0,3.119601,1940.05
2010-12-19,0.24,1182072.0,3.097065,2208.92
2010-12-20,0.27,1316630.0,3.399962,2122.65
2010-12-21,0.24,1192935.0,3.012725,2366.07
2010-12-22,0.25,1237212.0,3.107572,1962.5
2010-12-23,0.25,1238877.0,3.095039,1812.28
2010-12-24,0.25,1230948.0,3.058912,1835.2
2010-12-25,0.25,1242478.0,3.067905,2099.16
2010-12-26,0.26,1319286.0,3.236772,1920.98
2010-12-27,0.26,1320604.0,3.218724,2197.72
2010-12-28,0.28,1403848.0,3.39361,2374.45
2010-12-29,0.3,1501245.0,3.555149,2475.0
2010-12-30,0.3,1503780.0,3.530001,2535.0
2010-12-31,0.3,1506210.0,3.512553,2430.0
2011-01-01,0.3,1508925.0,3.494319,2715.0
2011-01-02,0.3,1511399.0,3.463746,2624.74
2011-01-03,0.3,1488658.0,3.386192,2301.0
2011-01-04,0.3,1510699.0,3.417448,2107.6
2011-01-05,0.3,1512830.0,3.399944,2301.66
2011-01-06,0.3,1510294.0,3.37409,2100.9
2011-01-07,0.32,1624416.0,3.596625,2624.0
2011-01-08,0.32,1641882.0,3.603114,2744.65
2011-01-09,0.32,1645023.0,3.58303,2632.45
2011-01-10,0.33,1665952.0,3.567906,2645.38
2011-01-11,0.33,1668761.0,3.474345,2808.67
2011-01-12,0.32,1631616.0,3.376134,2661.98
2011-01-13,0.32,1628462.0,3.315201,2985.44
2011-01-14,0.4,2054529.0,4.107415,3619.91
2011-01-15,0.39,1985700.0,3.934796,3030.1
2011-01-16,0.39,1993129.0,3.890727,3365.07
2011-01-17,0.35,1804136.0,3.484439,3162.98
2011-01-18,0.31,1617877.0,3.110083,2206.58
2011-01-19,0.31,1620521.0,3.072607,2644.77
2011-01-20,0.39,2022872.0,3.787515,3627.0
2011-01-21,0.42,2181663.0,4.033242,3653.22
2011-01-22,0.44,2289857.0,4.175273,3630.29
2011-01-23,0.44,2305922.0,4.114674,3760.4
2011-01-24,0.42,2192592.0,3.853857,3947.06
2011-01-25,0.41,2144095.0,3.739589,3198.0
2011-01-26,0.42,2174423.0,3.282676,3735.77
2011-01-27,0.42,2209826.0,3.298522,3369.6
2011-01-28,0.44,2335497.0,3.449642,3511.42
2011-01-29,0.44,2310216.0,3.359707,3533.95
2011-01-30,0.48,2514658.0,3.624083,3721.71
2011-01-31,0.53,2772066.0,3.889677,4463.66
2011-02-01,0.71,3740571.0,5.023446,5801.58
2011-02-02,0.73,3841069.0,4.955148,5730.94
2011-02-03,0.69,3679639.0,4.686634,5551.19
2011-02-04,0.81,4308260.0,5.360298,7866.3
2011-02-05,0.91,4851460.0,5.790686,8159.46
2011-02-06,0.9,4786654.0,5.591558,7947.3
2011-02-07,0.89,4749955.0,5.252936,9027.63
2011-02-08,0.92,4910290.0,5.354923,7711.2
2011-02-09,1.02,5444505.0,5.696026,9754.08
2011-02-10,0.98,5258581.0,5.381163,9110.77
2011-02-11,1.05,5667837.0,5.620348,9802.85
2011-02-12,1.08,5810867.0,5.663188,10571.29
2011-02-13,1.05,5666640.0,5.42739,10395.0
2011-02-14,1.07,5785130.0,5.318127,10486.12
2011-02-15,1.05,5688742.0,5.158172,11812.5
2011-02-16,1.03,5601496.0,5.013698,11967.58
2011-02-17,1.04,5658222.0,5.000903,12011.11
2011-02-18,0.9,4900748.0,4.277138,9528.93
2011-02-19,0.94,5154063.0,4.461739,7599.43
2011-02-20,0.86,4731161.0,4.04565,8563.5
2011-02-21,0.84,4579269.0,3.886516,8106.75
2011-02-22,0.88,4814784.0,4.03904,9252.79
2011-02-23,0.9,4951755.0,4.111161,10935.0
2011-02-24,0.99,5452190.0,4.460751,10237.14
2011-02-25,0.91,5052126.0,4.097084,10289.84
2011-02-26,0.96,5304781.0,4.201363,13220.4
2011-02-27,0.9,4967031.0,3.857376,10919.4
2011-02-28,0.86,4780291.0,3.662643,6451.66
2011-03-01,0.92,5124569.0,3.455565,5987.13
2011-03-02,0.94,5237076.0,3.496296,7895.16
2011-03-03,0.94,5241203.0,3.472914,8733.38
2011-03-04,0.9,5039222.0,3.312313,9957.16
2011-03-05,0.91,5089491.0,3.307118,12573.59
2011-03-06,0.88,4972280.0,3.207446,12121.36
2011-03-07,0.88,4941148.0,3.173087,9258.51
2011-03-08,0.87,4884427.0,3.114009,8097.77
2011-03-09,0.86,4857065.0,3.083894,6880.0
2011-03-10,0.92,5204779.0,3.286687,5063.69
2011-03-11,0.88,4980580.0,3.132771,5720.0
2011-03-12,0.92,5201031.0,3.231808,6424.71
2011-03-13,0.89,5062739.0,3.125419,5221.07
2011-03-14,0.89,5075884.0,3.099761,5005.98
2011-03-15,0.87,4957638.0,3.009477,4884.54
2011-03-16,0.85,4843905.0,2.905245,5788.24
2011-03-17,0.83,4702954.0,2.803301,5819.21
2011-03-18,0.8,4574095.0,2.721168,4811.76
2011-03-19,0.76,4367691.0,2.591564,4398.75
2011-03-20,0.74,4238599.0,2.508713,5079.27
2011-03-21,0.76,4344079.0,2.560319,5616.38
2011-03-22,0.81,4635993.0,2.717423,4814.33
2011-03-23,0.85,4875169.0,2.843456,6670.22
2011-03-24,0.87,5011834.0,2.884818,6630.05
2011-03-25,0.88,5084947.0,2.911459,7644.61
2011-03-26,0.86,4926465.0,2.792548,5900.88
2011-03-27,0.82,4741090.0,2.676754,5877.3
2011-03-28,0.79,4590540.0,2.58237,6675.82
2011-03-29,0.79,4584115.0,2.569992,6458.96
2011-03-30,0.79,4574058.0,2.556738,6159.71
2011-03-31,0.78,4552425.0,2.534094,7885.33
2011-04-01,0.77,4498315.0,2.494341,6812.17
2011-04-02,0.78,4551143.0,2.516393,7037.91
2011-04-03,0.78,4540557.0,2.501305,6816.25
2011-04-04,0.68,3969568.0,2.170209,6052.0
2011-04-05,0.72,4184865.0,2.278514,6942.21
2011-04-06,0.74,4332478.0,2.352093,5476.0
2011-04-07,0.75,4418813.0,2.391246,5540.43
2011-04-08,0.75,4402704.0,2.373826,6224.92
2011-04-09,0.73,4314918.0,2.319886,5725.67
2011-04-10,0.73,4315948.0,2.313832,6341.81
2011-04-11,0.77,4539783.0,2.423991,6276.43
2011-04-12,0.86,5084822.0,2.696114,7020.26
2011-04-13,0.93,5500796.0,2.891354,9024.1
2011-04-14,1.0,5912687.0,3.073198,7989.04
2011-04-15,0.98,5830821.0,2.993332,6688.98
2011-04-16,1.05,6213074.0,3.156152,9053.37
2011-04-17,1.1,6528610.0,3.273861,9883.1
2011-04-18,1.15,6842174.0,3.374738,8505.81
2011-04-19,1.19,7063982.0,3.424983,9125.75
2011-04-20,1.14,6815694.0,3.28486,8223.31
2011-04-21,1.21,7213729.0,3.439058,8873.94
2011-04-22,1.4,8404137.0,3.904316,12359.64
2011-04-23,1.83,10959032.0,4.860997,15728.13
2011-04-24,1.63,9792558.0,4.275436,13219.07
2011-04-25,1.56,9402547.0,4.061132,15019.04
2011-04-26,1.77,10660019.0,4.514597,17265.7
2011-04-27,1.9,11474058.0,4.767442,17414.06
2011-04-28,2.29,13799268.0,5.535625,18743.1
2011-04-29,2.85,17237894.0,5.279565,28506.05
2011-04-30,3.5,21197925.0,5.743407,33075.0
2011-05-01,3.09,18768037.0,4.967194,27693.34
2011-05-02,3.2,19441120.0,5.054862,31520.0
2011-05-03,3.36,20449668.0,5.133492,32933.74
2011-05-04,3.41,20775862.0,4.843378,33575.43
2011-05-05,3.34,20416689.0,4.676646,36613.92
2011-05-06,3.46,21134179.0,4.636031,37660.32
2011-05-07,3.64,22312021.0,4.807928,38961.51
2011-05-08,3.85,23625051.0,4.923486,42142.92
2011-05-09,3.8,23396863.0,4.775983,45458.87
2011-05-10,5.65,34812008.0,6.284956,51712.75
2011-05-11,5.44,33558640.0,5.773756,51949.62
2011-05-12,6.33,39134347.0,6.236196,53529.72
2011-05-13,8.14,50363941.0,6.816103,84239.01
2011-05-14,7.01,43445262.0,5.711151,84787.65
2011-05-15,6.92,43011054.0,5.388788,76174.17
2011-05-16,7.89,49072385.0,5.649481,97381.49
2011-05-17,7.26,45257711.0,5.059091,93255.01
2011-05-18,6.76,42274167.0,4.610267,97389.55
2011-05-19,6.89,43126787.0,4.626463,58910.73
2011-05-20,5.62,35226587.0,3.713282,61799.06
2011-05-21,6.08,38219850.0,4.072858,66932.81
2011-05-22,6.71,42243709.0,4.350344,84570.65
2011-05-23,7.07,44568346.0,4.487161,101033.17
2011-05-24,7.4,46807393.0,4.599939,110669.78
2011-05-25,8.57,54315585.0,5.191334,131538.6
2011-05-26,8.78,55794790.0,5.179138,129975.9
2011-05-27,8.53,54255487.0,4.749384,71214.3
2011-05-28,8.35,53179000.0,4.610951,64706.84
2011-05-29,8.4,53583801.0,4.591774,75608.58
2011-05-30,8.78,56064881.0,4.710313,67600.94
2011-05-31,8.72,55761399.0,4.602025,65411.82
2011-06-01,9.62,61620083.0,4.977441,90463.51
2011-06-02,10.7,68630380.0,5.327522,101676.22
2011-06-03,14.26,91614694.0,6.429049,144072.93
2011-06-04,18.31,117818667.0,7.743139,205102.67
2011-06-05,16.54,106606953.0,6.575349,172050.76
2011-06-06,18.4,118799348.0,6.02414,214384.45
2011-06-07,23.24,150215456.0,7.221273,197521.97
2011-06-08,29.03,187925195.0,7.387878,268526.77
2011-06-09,28.79,186695161.0,6.614388,319575.04
2011-06-10,24.05,156218885.0,5.135982,268150.8
2011-06-11,14.75,95996513.0,3.17745,185846.81
2011-06-12,18.85,122902943.0,3.607171,219604.19
2011-06-13,19.54,127637791.0,3.61267,221805.44
2011-06-14,19.26,126016844.0,3.308585,237833.03
2011-06-15,19.46,127639035.0,3.135189,271524.79
2011-06-16,17.93,117735848.0,2.838196,161364.26
2011-06-17,15.44,101508790.0,2.426258,143558.23
2011-06-18,16.88,111138039.0,2.629557,166222.73
2011-06-19,17.51,115517323.0,2.690661,195244.49
2011-06-20,17.51,115722198.0,2.670819,204875.39
2011-06-21,17.51,115943709.0,2.638718,221510.57
2011-06-22,17.51,116171348.0,2.627799,227639.32
2011-06-23,17.51,116381477.0,2.615008,210128.6
2011-06-24,17.51,116570593.0,2.597559,189115.74
2011-06-25,17.51,116695794.0,2.589204,125201.63
2011-06-26,16.36,109157965.0,2.404388,121892.0
2011-06-27,16.75,111907782.0,2.418627,141556.82
2011-06-28,16.96,113443299.0,2.422844,135694.68
2011-06-29,16.85,112870830.0,2.391533,144949.29
2011-06-30,16.19,108543228.0,2.279169,154569.26
2011-07-01,15.42,103546929.0,2.175175,133386.09
2011-07-02,15.38,103425014.0,2.171082,129985.03
2011-07-03,15.46,104054820.0,2.176405,127524.79
2011-07-04,13.85,93369928.0,1.957619,117748.77
2011-07-05,12.96,87474921.0,1.827284,90105.48
2011-07-06,14.71,99397627.0,2.068789,115511.05
2011-07-07,14.8,100051871.0,2.075981,96922.24
2011-07-08,14.3,96800910.0,2.005617,117967.06
2011-07-09,14.38,97466306.0,2.016098,107142.18
2011-07-10,14.62,99202739.0,2.038505,100167.12
2011-07-11,14.31,97193145.0,1.991334,112334.72
2011-07-12,14.02,95329931.0,1.948724,98849.97
2011-07-13,13.97,95124648.0,1.938412,133427.39
2011-07-14,14.0,95405995.0,1.939558,100785.42
2011-07-15,13.81,94212047.0,1.910869,111831.76
2011-07-16,13.71,93682958.0,1.896684,107647.67
2011-07-17,13.26,90687634.0,1.832048,112694.15
2011-07-18,13.63,93350669.0,1.942074,115859.43
2011-07-19,13.82,94779337.0,1.96439,98156.04
2011-07-20,13.68,93877118.0,1.962968,101903.56
2011-07-21,13.61,93524013.0,1.952017,103449.74
2011-07-22,13.7,94223403.0,1.963113,103424.03
2011-07-23,13.68,94207524.0,1.958534,99876.54
2011-07-24,13.99,96463700.0,1.999133,116137.88
2011-07-25,14.03,96861509.0,2.001321,115775.76
2011-07-26,13.88,95911081.0,1.976328,122126.68
2011-07-27,13.88,96033152.0,1.972825,120740.56
2011-07-28,13.49,93462322.0,1.91925,104559.83
2011-07-29,13.51,93716697.0,1.919402,110800.99
2011-07-30,13.54,94013554.0,1.919488,102906.13
2011-07-31,13.37,92968443.0,1.89573,117012.93
2011-08-01,13.02,90616287.0,1.846504,107407.69
2011-08-02,12.21,85107631.0,1.733384,94049.0
2011-08-03,9.29,64779768.0,1.333605,72897.9
2011-08-04,10.77,75188385.0,1.544228,69456.85
2011-08-05,9.73,68006478.0,1.400345,68111.08
2011-08-06,6.96,48716805.0,1.017863,42481.44
2011-08-07,8.5,59526581.0,1.243299,53561.3
2011-08-08,7.78,54493065.0,1.155875,52872.3
2011-08-09,9.8,68771886.0,1.4537,71558.25
2011-08-10,10.05,70593469.0,1.489535,76389.52
2011-08-11,9.44,66353931.0,1.401117,64653.13
2011-08-12,9.45,66518350.0,1.403274,61917.11
2011-08-13,10.0,70460847.0,1.483749,65026.16
2011-08-14,10.81,76186465.0,1.600217,71325.02
2011-08-15,11.13,78541534.0,1.645529,71792.99
2011-08-16,10.99,77643397.0,1.622114,80790.95
2011-08-17,10.96,77520160.0,1.615211,74554.96
2011-08-18,10.86,76852460.0,1.598069,78180.99
2011-08-19,11.67,82675965.0,1.714405,76441.6
2011-08-20,11.46,81270125.0,1.681422,87093.96
2011-08-21,11.35,80614547.0,1.665083,90835.85
2011-08-22,10.92,77628458.0,1.600626,92281.57
2011-08-23,10.92,77687116.0,1.600201,84608.65
2011-08-24,10.87,77426913.0,1.592404,72831.98
2011-08-25,9.55,68058397.0,1.388081,64436.13
2011-08-26,8.13,58000204.0,1.181261,59732.86
2011-08-27,8.6,61403923.0,1.322902,52438.64
2011-08-28,9.03,64558955.0,1.388809,52379.03
2011-08-29,8.96,64122457.0,1.376511,61831.99
2011-08-30,8.81,63104782.0,1.353712,64312.63
2011-08-31,8.2,58793248.0,1.26084,63543.43
2011-09-01,8.23,59098263.0,1.267748,53111.12
2011-09-02,8.62,61944072.0,1.326402,67247.11
2011-09-03,8.45,60771175.0,1.299929,61259.99
2011-09-04,8.2,59055554.0,1.262799,54963.25
2011-09-05,7.6,54751316.0,1.171426,59259.19
2011-09-06,6.85,49392237.0,1.058755,51691.3
2011-09-07,7.16,51723808.0,1.10899,48708.2
2011-09-08,6.68,48266212.0,1.037326,43074.26
2011-09-09,4.99,36080080.0,0.777805,38398.18
2011-09-10,4.74,34346747.0,0.741252,31539.93
2011-09-11,5.85,42422141.0,0.951917,36580.65
2011-09-12,6.09,44185690.0,0.992743,40502.69
2011-09-13,5.8,42136763.0,0.948593,41197.92
2011-09-14,5.6,40688297.0,0.916227,40861.26
2011-09-15,4.87,35422168.0,0.798796,37968.49
2011-09-16,4.83,35184673.0,0.794591,28745.45
2011-09-17,4.78,34809683.0,0.786238,31994.41
2011-09-18,5.24,38214792.0,0.862383,41370.18
2011-09-19,5.52,40319727.0,0.910064,35054.39
2011-09-20,6.15,44937042.0,1.013509,43026.66
2011-09-21,5.6,40959900.0,0.923893,40858.59
2011-09-22,5.48,40107470.0,0.905493,40515.36
2011-09-23,5.56,40791840.0,0.920776,36996.75
2011-09-24,5.46,40053269.0,0.903819,35203.39
2011-09-25,5.34,39233186.0,0.88997,36586.91
2011-09-26,4.87,35833100.0,0.813182,32654.63
2011-09-27,4.91,36140228.0,0.820133,32659.2
2011-09-28,4.76,35088032.0,0.796344,35011.1
2011-09-29,4.78,35222828.0,0.799263,29860.38
2011-09-30,5.14,37952686.0,0.860459,31376.48
2011-10-01,5.03,37179883.0,0.843624,35993.6
2011-10-02,5.01,37010705.0,0.840351,30292.73
2011-10-03,5.02,37163778.0,0.843872,36415.63
2011-10-04,4.96,36702915.0,0.833466,27758.11
2011-10-05,4.89,36207141.0,0.822232,35416.74
2011-10-06,4.73,35089320.0,0.796861,30273.06
2011-10-07,4.28,31749993.0,0.722473,29504.65
2011-10-08,3.98,29584890.0,0.67369,23688.46
2011-10-09,4.11,30579871.0,0.696973,26108.88
2011-10-10,4.07,30332187.0,0.692102,25061.02
2011-10-11,4.01,29859271.0,0.682315,18641.5
2011-10-12,4.17,31055951.0,0.710471,24997.41
2011-10-13,4.04,30112044.0,0.689138,19579.36
2011-10-14,3.99,29761573.0,0.681735,27704.65
2011-10-15,3.84,28675280.0,0.657007,25710.17
2011-10-16,3.61,26995995.0,0.61885,21477.96
2011-10-17,2.58,19319470.0,0.445881,15229.36
2011-10-18,2.42,18144170.0,0.419924,14533.65
2011-10-19,2.22,16623202.0,0.386829,14744.74
2011-10-20,2.36,17677877.0,0.411788,13547.71
2011-10-21,2.57,19298823.0,0.449603,15549.06
2011-10-22,3.16,23710007.0,0.552789,15461.88
2011-10-23,3.15,23668884.0,0.551846,16997.86
2011-10-24,2.52,18986733.0,0.44333,16020.64
2011-10-25,2.8,21104370.0,0.492779,18072.41
2011-10-26,2.78,20936696.0,0.490431,16248.41
2011-10-27,3.05,22971359.0,0.537828,15227.04
2011-10-28,3.18,24000554.0,0.561506,16693.11
2011-10-29,3.57,26961118.0,0.630462,20165.92
2011-10-30,3.26,24624018.0,0.575714,18078.59
2011-10-31,3.27,24703570.0,0.577589,21386.39
2011-11-01,3.17,24015469.0,0.561578,23782.56
2011-11-02,3.26,24682712.0,0.57807,25069.66
2011-11-03,3.17,24039284.0,0.562927,19801.98
2011-11-04,3.12,23696517.0,0.55506,22932.87
2011-11-05,2.98,22637518.0,0.530305,21738.07
2011-11-06,2.96,22544082.0,0.52799,21331.59
2011-11-07,3.02,22982790.0,0.538216,19917.2
2011-11-08,3.06,23301128.0,0.546115,22771.42
2011-11-09,2.92,22280239.0,0.538112,23502.52
2011-11-10,2.86,21820633.0,0.527012,20139.75
2011-11-11,3.07,23451809.0,0.566601,18253.78
2011-11-12,3.03,23149789.0,0.55904,21632.49
2011-11-13,2.99,22871737.0,0.552194,21501.89
2011-11-14,2.22,17050571.0,0.412582,15903.2
2011-11-15,2.32,17822208.0,0.431372,19159.67
2011-11-16,2.55,19561442.0,0.504192,17190.77
2011-11-17,2.28,17521233.0,0.4538,15839.72
2011-11-18,2.11,16197325.0,0.423417,13998.69
2011-11-19,2.2,16967939.0,0.443185,13551.26
2011-11-20,2.2,16972385.0,0.443696,15744.22
2011-11-21,2.28,17586190.0,0.459485,13451.29
2011-11-22,2.32,17930890.0,0.468575,16257.21
2011-11-23,2.33,18007226.0,0.470724,15613.17
2011-11-24,2.44,18859851.0,0.492145,13779.67
2011-11-25,2.5,19319662.0,0.503835,16849.09
2011-11-26,2.47,19145945.0,0.501161,14830.8
2011-11-27,2.48,19204721.0,0.502654,14122.12
2011-11-28,2.54,19714434.0,0.521298,16136.88
2011-11-29,2.76,21412701.0,0.563972,19028.12
2011-11-30,2.97,23054448.0,0.604685,24024.94
2011-12-01,3.08,23988403.0,0.627811,28051.56
2011-12-02,3.1,24149654.0,0.631537,22632.94
2011-12-03,2.8,21861106.0,0.573972,21309.31
2011-12-04,2.82,22003764.0,0.577353,19173.92
2011-12-05,2.87,22456471.0,0.589008,22710.89
2011-12-06,3.03,23658470.0,0.619118,25866.83
2011-12-07,2.99,23367378.0,0.614744,20599.97
2011-12-08,2.99,23441832.0,0.616053,24533.42
2011-12-09,2.96,23180798.0,0.609149,21725.07
2011-12-10,3.07,24090535.0,0.632354,22096.62
2011-12-11,3.25,25530480.0,0.668264,24694.44
2011-12-12,3.19,25064090.0,0.655475,20239.58
2011-12-13,3.24,25508176.0,0.666605,21391.18
2011-12-14,3.16,24855456.0,0.650146,24136.41
2011-12-15,3.2,25251943.0,0.660044,17937.58
2011-12-16,3.21,25318172.0,0.661343,18933.91
2011-12-17,3.19,25211183.0,0.658252,23944.06
2011-12-18,3.19,25245781.0,0.658858,22996.88
2011-12-19,3.53,27896100.0,0.726013,28029.9
2011-12-20,3.95,31299262.0,0.811108,26482.09
2011-12-21,3.89,30824938.0,0.797396,28973.0
2011-12-22,3.9,30965320.0,0.799565,28882.65
